"Category","Command","Key","Bound"
"AddTrack","Arranger",,"False"
"AddTrack","Audio",,"False"
"AddTrack","Audio Mono",,"False"
"AddTrack","Chord",,"False"
"AddTrack","Drum",,"False"
"AddTrack","Folder",,"False"
"AddTrack","From Track Presets",,"False"
"AddTrack","FX Channel",,"False"
"AddTrack","Group Channel",,"False"
"AddTrack","Instrument",,"False"
"AddTrack","Marker",,"False"
"AddTrack","MIDI",,"False"
"AddTrack","OpenDialog","T","True"
"AddTrack","Ruler",,"False"
"AddTrack","Sampler",,"False"
"AddTrack","Signature",,"False"
"AddTrack","Tempo",,"False"
"AddTrack","TransposeTrack",,"False"
"AddTrack","VCA Fader",,"False"
"AddTrack","Video",,"False"
"ADM Editor","Add Bed",,"False"
"ADM Editor","Add Object",,"False"
"ADM Editor","ADM Editor...",,"False"
"ADM Editor","Apply Source Track Name",,"False"
"ADM Editor","Create objects from selected tracks",,"False"
"ADM Editor","Open Group Editor",,"False"
"ADM Editor","Open Trim and Downmix Editor",,"False"
"ADM Editor","Remove Selected Audio Object",,"False"
"Analyze","Spectrum Analyzer",,"False"
"Analyze","Statistics",,"False"
"Arranger","Activate",,"False"
"Arranger","First Chain Step",,"False"
"Arranger","First Repeat",,"False"
"Arranger","Last Chain Step",,"False"
"Arranger","Last Repeat",,"False"
"Arranger","Next Chain Step",,"False"
"Arranger","Previous Chain Step",,"False"
"Arranger","Trigger Arranger Event 1",,"False"
"Arranger","Trigger Arranger Event 10",,"False"
"Arranger","Trigger Arranger Event 11",,"False"
"Arranger","Trigger Arranger Event 12",,"False"
"Arranger","Trigger Arranger Event 13",,"False"
"Arranger","Trigger Arranger Event 14",,"False"
"Arranger","Trigger Arranger Event 15",,"False"
"Arranger","Trigger Arranger Event 16",,"False"
"Arranger","Trigger Arranger Event 17",,"False"
"Arranger","Trigger Arranger Event 18",,"False"
"Arranger","Trigger Arranger Event 19",,"False"
"Arranger","Trigger Arranger Event 2",,"False"
"Arranger","Trigger Arranger Event 20",,"False"
"Arranger","Trigger Arranger Event 3",,"False"
"Arranger","Trigger Arranger Event 4",,"False"
"Arranger","Trigger Arranger Event 5",,"False"
"Arranger","Trigger Arranger Event 6",,"False"
"Arranger","Trigger Arranger Event 7",,"False"
"Arranger","Trigger Arranger Event 8",,"False"
"Arranger","Trigger Arranger Event 9",,"False"
"Audio","Adjust Fades to Range","A","True"
"Audio","Apply Standard Fade In",,"False"
"Audio","Apply Standard Fade Out",,"False"
"Audio","Auto-Grid","Shift+Q","True"
"Audio","Bounce",,"False"
"Audio","Close Gaps",,"False"
"Audio","Close Gaps (Crossfade)",,"False"
"Audio","Constrain Delay Compensation",,"False"
"Audio","Convert Tracks: Mono to Multi-Channel",,"False"
"Audio","Convert Tracks: Multi-Channel to Mono",,"False"
"Audio","Copy Warp Markers from Selected Event",,"False"
"Audio","Create Sampler Track",,"False"
"Audio","Crossfade","X","True"
"Audio","Decrement Event Volume",,"False"
"Audio","Decrement Fade In Length",,"False"
"Audio","Decrement Fade Out Length",,"False"
"Audio","Delete Overlaps",,"False"
"Audio","Detect Silence",,"False"
"Audio","Disable/Enable Track",,"False"
"Audio","Dissolve Part",,"False"
"Audio","Event or Range as Region",,"False"
"Audio","Events from Regions",,"False"
"Audio","Events to Part",,"False"
"Audio","Extract Markers from Wave File",,"False"
"Audio","Fade In to Cursor",,"False"
"Audio","Fade In to Range Start",,"False"
"Audio","Fade Out from Range End",,"False"
"Audio","Fade Out to Cursor",,"False"
"Audio","Find Selected in Pool",,"False"
"Audio","Generate Harmony Voices",,"False"
"Audio","Increment Event Volume",,"False"
"Audio","Increment Fade In Length",,"False"
"Audio","Increment Fade Out Length",,"False"
"Audio","Invert Phase On/Off",,"False"
"Audio","Make Extension from Selected Events Permanent",,"False"
"Audio","Minimize File",,"False"
"Audio","Open Fade Editors",,"False"
"Audio","Paste Warp Markers to Selected Events",,"False"
"Audio","Remove Event Volume Curve",,"False"
"Audio","Remove Extension from Selected Events",,"False"
"Audio","Remove Fade In",,"False"
"Audio","Remove Fade Out",,"False"
"Audio","Remove Fades",,"False"
"Audio","Set Definition From Tempo",,"False"
"Audio","Set Tempo From Event",,"False"
"Audio","Snap Point to Cursor",,"False"
"Audio","Stretch to Project Tempo",,"False"
"Audio","To Origin",,"False"
"Audio","Update Origin",,"False"
"Audio Alignment","Add Selection as Alignment Reference",,"False"
"Audio Alignment","Add Selection as Alignment Target",,"False"
"Audio Alignment","Align Audio",,"False"
"Audio Alignment","Open Audio Alignment Panel",,"False"
"Audio Alignment","Remove Alignment Reference",,"False"
"Audio Alignment","Remove All Alignment Targets",,"False"
"Audio Export","Increase Counter Start Value",,"False"
"Audio Export","Perform Audio Export",,"False"
"Audio Export","Reset Counter Start Value",,"False"
"Audio Export","Sync Channel Selection with Mixer",,"False"
"Audio Performance","Reset Processing Overload Indicator",,"False"
"Audio Realtime Processing","Create Warp Tabs from Hitpoints",,"False"
"Audio Realtime Processing","Flatten Realtime Processing",,"False"
"Audio Realtime Processing","Unstretch Audio",,"False"
"Automation","Automation Mode - Auto-Latch",,"False"
"Automation","Automation Mode - Cross-Over",,"False"
"Automation","Automation Mode - Touch",,"False"
"Automation","Automation Mode - Trim",,"False"
"Automation","Delete All Automation in Project",,"False"
"Automation","Delete Automation in Range",,"False"
"Automation","Delete Automation of Selected Tracks",,"False"
"Automation","Fill Gaps",,"False"
"Automation","Fill Gaps on Selected Tracks",,"False"
"Automation","Fill Gaps with Current Value (Selected Tracks)",,"False"
"Automation","Fill Loop",,"False"
"Automation","Fill To End",,"False"
"Automation","Fill To Punch",,"False"
"Automation","Fill To Start",,"False"
"Automation","Freeze All Trim Automation in Project",,"False"
"Automation","Freeze Trim Automation of Selected Tracks",,"False"
"Automation","Hide All Automation",,"False"
"Automation","Hide Automation",,"False"
"Automation","Next Automation Mode",,"False"
"Automation","Open Panel","F6","True"
"Automation","Open Plug-in Editor",,"False"
"Automation","Punch Out of Latch Automation",,"False"
"Automation","Show All - Used Only",,"False"
"Automation","Show All EQ Automation",,"False"
"Automation","Show All Insert Automation",,"False"
"Automation","Show All Pan Automation",,"False"
"Automation","Show All Send Automation",,"False"
"Automation","Show All Used Automation",,"False"
"Automation","Show All Volume Automation",,"False"
"Automation","Show Automation",,"False"
"Automation","Show Only Automation Tracks of This Plug-in",,"False"
"Automation","Show Used Automation (Selected Tracks)",,"False"
"Automation","Suspend Reading All",,"False"
"Automation","Suspend Reading Dynamics",,"False"
"Automation","Suspend Reading EQ",,"False"
"Automation","Suspend Reading Inserts",,"False"
"Automation","Suspend Reading Mute",,"False"
"Automation","Suspend Reading Others",,"False"
"Automation","Suspend Reading Pan",,"False"
"Automation","Suspend Reading Sends",,"False"
"Automation","Suspend Reading Volume",,"False"
"Automation","Suspend Reading/Writing All",,"False"
"Automation","Suspend Writing All",,"False"
"Automation","Suspend Writing Dynamics",,"False"
"Automation","Suspend Writing EQ",,"False"
"Automation","Suspend Writing Inserts",,"False"
"Automation","Suspend Writing Mute",,"False"
"Automation","Suspend Writing Others",,"False"
"Automation","Suspend Writing Pan",,"False"
"Automation","Suspend Writing Sends",,"False"
"Automation","Suspend Writing Volume",,"False"
"Automation","Toggle Read Enable All Tracks","Alt+R","True"
"Automation","Toggle Read Enable Selected Tracks",,"False"
"Automation","Toggle Write Enable All Tracks","Alt+W","True"
"Automation","Toggle Write Enable Selected Tracks",,"False"
"Automation","Use Virgin Territories",,"False"
"Beat Designer","Fill Loop with Pattern",,"False"
"Beat Designer","Insert Pattern at Cursor",,"False"
"Beat Designer","Insert Pattern at Left Locator",,"False"
"Beat Designer","Insert Subbank at Cursor",,"False"
"Beat Designer","Insert Subbank at Left Locator",,"False"
"Categories-Top","AddTrack",,"False"
"Categories-Top","ADM Editor",,"False"
"Categories-Top","Analyze",,"False"
"Categories-Top","Arranger",,"False"
"Categories-Top","Audio",,"False"
"Categories-Top","Audio Alignment",,"False"
"Categories-Top","Audio Export",,"False"
"Categories-Top","Audio Performance",,"False"
"Categories-Top","Audio Realtime Processing",,"False"
"Categories-Top","Automation",,"False"
"Categories-Top","Beat Designer",,"False"
"Categories-Top","Channel & Track Visibility",,"False"
"Categories-Top","Channel Settings",,"False"
"Categories-Top","Chords",,"False"
"Categories-Top","Control Room",,"False"
"Categories-Top","Crossfade Editor",,"False"
"Categories-Top","Devices",,"False"
"Categories-Top","Direct Offline Processing",,"False"
"Categories-Top","Edit",,"False"
"Categories-Top","Editors",,"False"
"Categories-Top","Export",,"False"
"Categories-Top","File",,"False"
"Categories-Top","Focus",,"False"
"Categories-Top","Game Audio Connect",,"False"
"Categories-Top","HeadTracking",,"False"
"Categories-Top","Help",,"False"
"Categories-Top","Hitpoints",,"False"
"Categories-Top","Hub",,"False"
"Categories-Top","Import",,"False"
"Categories-Top","Inspector",,"False"
"Categories-Top","Macro",,"False"
"Categories-Top","Marker",,"False"
"Categories-Top","Media",,"False"
"Categories-Top","MediaInspector",,"False"
"Categories-Top","MediaList",,"False"
"Categories-Top","MIDI",,"False"
"Categories-Top","MIDI Quantize",,"False"
"Categories-Top","MIDI Remote",,"False"
"Categories-Top","MixConsole History",,"False"
"Categories-Top","MixConsole Snapshots",,"False"
"Categories-Top","Mixer",,"False"
"Categories-Top","Modulators",,"False"
"Categories-Top","Navigate",,"False"
"Categories-Top","Note Expression",,"False"
"Categories-Top","Nudge",,"False"
"Categories-Top","Pattern Editor",,"False"
"Categories-Top","Preferences",,"False"
"Categories-Top","Preset",,"False"
"Categories-Top","Process",,"False"
"Categories-Top","Process Logical Preset",,"False"
"Categories-Top","Process Plug-in",,"False"
"Categories-Top","Process Project Logical Editor",,"False"
"Categories-Top","Project",,"False"
"Categories-Top","Quantize Category",,"False"
"Categories-Top","Render in Place",,"False"
"Categories-Top","Sample Editor",,"False"
"Categories-Top","Score Editor",,"False"
"Categories-Top","Set Insert Length",,"False"
"Categories-Top","Stem Separation",,"False"
"Categories-Top","Tool",,"False"
"Categories-Top","TrackVersions",,"False"
"Categories-Top","Transport",,"False"
"Categories-Top","Video",,"False"
"Categories-Top","VRPlayerRemote",,"False"
"Categories-Top","VST Connect PRO",,"False"
"Categories-Top","VST Connect SE",,"False"
"Categories-Top","Window Zones",,"False"
"Categories-Top","Windows",,"False"
"Categories-Top","Workspaces",,"False"
"Categories-Top","Zoom",,"False"
"Channel & Track Visibility","Create Track Visibility Configuration",,"False"
"Channel & Track Visibility","HideMuted",,"False"
"Channel & Track Visibility","ShowMarked",,"False"
"Channel & Track Visibility","Sync Visibility of Project and MixConsole: On/Off",,"False"
"Channel & Track Visibility","Update Track Visibility Configuration",,"False"
"Channel Settings","Show/Hide Direct Routing",,"False"
"Channel Settings","Show/Hide Output Chain",,"False"
"Chords","Chord Editing - Add to Chord Track",,"False"
"Chords","Chord Editing - Drop 2",,"False"
"Chords","Chord Editing - Drop 2 + 4",,"False"
"Chords","Chord Editing - Drop 3",,"False"
"Chords","Chord Editing - Inversions: Move Down",,"False"
"Chords","Chord Editing - Inversions: Move Up",,"False"
"Chords","Chord Editing - Match with Chord Track",,"False"
"Chords","Chord Pads - Fewer Tensions",,"False"
"Chords","Chord Pads - Latch Chords On/Off",,"False"
